variable_name,dataset,description,data_type,units,value_encoding,n_codes,dbgap_variable_id,dbgap_study
cp2005a4,MESA_AncilMesaLungSpirometry,COPD - 2005 PFT,NUMERIC,,0=NO|1=YES,2,phv00083720.v2,phs000209.v13
cpgolda4,MESA_AncilMesaLungSpirometry,COPD - GOLD,NUMERIC,,0=NO|1=YES,2,phv00083719.v2,phs000209.v13
cpmesaa4,MESA_AncilMesaLungSpirometry,COPD - MESA,NUMERIC,,0=NO|1=YES,2,phv00083718.v2,phs000209.v13
cpstga4,MESA_AncilMesaLungSpirometry,COPD - STAGE,NUMERIC,,0=NONE|1=MILD|2=MODERATE|3=SEVERE|4=VERY SEVERE,5,phv00083721.v2,phs000209.v13
delmana4,MESA_AncilMesaLungSpirometry,INDICATOR THAT THE MANEUVER WAS DELETED DUE TO POOR QUALITY,STRING,,N=NOT DELETED|Y=DELETED,2,phv00083681.v2,phs000209.v13
efforta4,MESA_AncilMesaLungSpirometry,ESTIMATION OF HOW HARD SUBJECT ATTEMPTED TO DO A FORCED EXHALATION,STRING,,,,phv00083679.v2,phs000209.v13
emphcha4,MESA_AncilMesaLungSpirometry,EMPHSEMA - CHILDREN,NUMERIC,,0=NO|1=YES,2,phv00083815.v2,phs000209.v13
emphfaa4,MESA_AncilMesaLungSpirometry,EMPHYSEMA - FATHER,NUMERIC,,0=NO|1=YES,2,phv00083827.v2,phs000209.v13
emphmoa4,MESA_AncilMesaLungSpirometry,EMPHYSEMA - MOTHER,NUMERIC,,0=NO|1=YES,2,phv00083831.v2,phs000209.v13
emphsba4,MESA_AncilMesaLungSpirometry,EMPHYSEMA - SIBLING,NUMERIC,,0=NO|1=YES,2,phv00083819.v2,phs000209.v13
emphspa4,MESA_AncilMesaLungSpirometry,EMPHYSEMA - SPOUSE,NUMERIC,,0=NO|1=YES,2,phv00083823.v2,phs000209.v13
extvola4,MESA_AncilMesaLungSpirometry,EXTRAPOLATED VOLUME (ml),NUMERIC,ml,,,phv00083689.v2,phs000209.v13
f2575a4,MESA_AncilMesaLungSpirometry,FORCED EXPIRATORY FLOW 25% TO 75% (ml/sec),NUMERIC,ml/sec,,,phv00083713.v2,phs000209.v13
fef25pa4,MESA_AncilMesaLungSpirometry,FORCED EXPIRATORY FLOW 25% (ml/sec),NUMERIC,ml/sec,,,phv00083690.v2,phs000209.v13
fef50pa4,MESA_AncilMesaLungSpirometry,FORCED EXPIRATORY FLOW 50% (ml/sec),NUMERIC,ml/sec,,,phv00083691.v2,phs000209.v13
fef75pa4,MESA_AncilMesaLungSpirometry,FORCED EXPIRATORY FLOW 75% (ml/sec),NUMERIC,ml/sec,,,phv00083692.v2,phs000209.v13
feta4,MESA_AncilMesaLungSpirometry,TIME TO COMPLETE MANEUVER (sec),NUMERIC,sec,,,phv00083714.v2,phs000209.v13
fev1a4,MESA_AncilMesaLungSpirometry,FORCED EXPIRATORY VOLUME AT 1 SECOND (ml/sec),NUMERIC,ml/sec,,,phv00083710.v2,phs000209.v13
fev1qaa4,MESA_AncilMesaLungSpirometry,FEV1 QUALITY ASSURANCE GRADE,STRING,,,,phv00083678.v2,phs000209.v13
fev1qna4,MESA_AncilMesaLungSpirometry,FEV1 QUALITY ASSURANCE GRADE: NUMERIC,NUMERIC,,0=F|1=D|2=C|3=B|4=A,5,phv00083704.v2,phs000209.v13
fev6a4,MESA_AncilMesaLungSpirometry,FORCED EXPIRATORY VOLUME AT 6 SECONDS (ml/sec),NUMERIC,ml/sec,,,phv00083711.v2,phs000209.v13
fevfvca4,MESA_AncilMesaLungSpirometry,FEV1/FVC RATIO,NUMERIC,,,,phv00083717.v2,phs000209.v13
fvca4,MESA_AncilMesaLungSpirometry,FORCED VITAL CAPACITY (ml),NUMERIC,ml,,,phv00083709.v2,phs000209.v13
fvcqaa4,MESA_AncilMesaLungSpirometry,FVC QUALITY ASSURANCE GRADE,STRING,,,,phv00083677.v2,phs000209.v13
fvcqna4,MESA_AncilMesaLungSpirometry,FVC QUALITY ASSURANCE GRADE: NUMERIC,NUMERIC,,0=F|1=D|2=C|3=B|4=A,5,phv00083705.v2,phs000209.v13
intcda4,MESA_AncilMesaLungSpirometry,INTERPRETATION CODE,STRING,,,,phv00083680.v2,phs000209.v13
lagea4,MESA_AncilMesaLungSpirometry,AGE AT SPIROMETRY,NUMERIC,,,,phv00083687.v2,phs000209.v13
lbmia4,MESA_AncilMesaLungSpirometry,BMI,NUMERIC,,,,phv00083716.v2,phs000209.v13
lcgrya4,MESA_AncilMesaLungSpirometry,CIGAR-YEARS OF SPIROMETRY EXAM,NUMERIC,,,,phv00083847.v2,phs000209.v13
lempla4,MESA_AncilMesaLungSpirometry,EMPLOYMENT STATUS,NUMERIC,,"1=HOMEMAKER|2=FULL TIME JOB|3=PART TIME JOB|4=EMPLOYED BUT ON LEAVE FOR HEALTH REASONS|5=EMPLOYED BUT ON LEAVE FOR OTHER REASONS|6=UNEMPLOYED < 6 MONTHS|7=UNEMPLOYED > 6 MONTHS|8=RETIRED, NOT WORKING|9=RETIRED BUT WORKING|10=RETIRED BUT VOLUNTEERING",10,phv00083725.v2,phs000209.v13
lf2575a4,MESA_AncilMesaLungSpirometry,LOWER LIMIT OF NORMAL: FEF25-75 (ml/sec),NUMERIC,ml/sec,,,phv00083698.v2,phs000209.v13
lfev16a4,MESA_AncilMesaLungSpirometry,LOWER LIMIT OF NORMAL: FEV1/FEV6 RATIO,NUMERIC,,,,phv00083697.v2,phs000209.v13
lfev1fa4,MESA_AncilMesaLungSpirometry,LOWER LIMIT OF NORMAL: FEV1/FVC RATIO,NUMERIC,,,,phv00083696.v2,phs000209.v13
llfev1a4,MESA_AncilMesaLungSpirometry,LOWER LIMIT OF NORMAL: FEV1 (ml/sec),NUMERIC,ml/sec,,,phv00083694.v2,phs000209.v13
llfev6a4,MESA_AncilMesaLungSpirometry,LOWER LIMIT OF NORMAL: FEV6 (ml/sec),NUMERIC,ml/sec,,,phv00083695.v2,phs000209.v13
llnfvca4,MESA_AncilMesaLungSpirometry,LOWER LIMIT OF NORMAL: FVC (ml),NUMERIC,ml,,,phv00083693.v2,phs000209.v13
lpipya4,MESA_AncilMesaLungSpirometry,PIPE -YEARS OF SPIROMETRY EXAM,NUMERIC,,,,phv00083849.v2,phs000209.v13
lpya4,MESA_AncilMesaLungSpirometry,PACK-YEARS OF CIGARETTE SMOKING IN SPIROMETRY EXAM,NUMERIC,,,,phv00083844.v2,phs000209.v13
lsmoksa4,MESA_AncilMesaLungSpirometry,SMOKING STATUS,NUMERIC,,0=NEVER|1=FORMER QUIT > 1 YR|2=FORMER QUIT < 1 YR|3=CURRENT,4,phv00083708.v2,phs000209.v13
lunghta4,MESA_AncilMesaLungSpirometry,HEIGHT (cm),NUMERIC,cm,,,phv00083706.v2,phs000209.v13
lungwta4,MESA_AncilMesaLungSpirometry,WEIGHT (lbs),NUMERIC,lbs,,,phv00083707.v2,phs000209.v13
maxmipa4,MESA_AncilMesaLungSpirometry,MIP MAXIMUM,NUMERIC,,,,phv00083749.v2,phs000209.v13
mrcbrna4,MESA_AncilMesaLungSpirometry,MRC DEFINED BRONCHITIS,NUMERIC,,0=NO|1=YES,2,phv00083726.v2,phs000209.v13
naccma4,MESA_AncilMesaLungSpirometry,NUMBER OF ACCEPTABLE MANEUVERS,NUMERIC,,,,phv00083724.v2,phs000209.v13
pefa4,MESA_AncilMesaLungSpirometry,PEAK EXPIRATORY FLOW (ml/sec),NUMERIC,ml/sec,,,phv00083712.v2,phs000209.v13
pf1fvca4,MESA_AncilMesaLungSpirometry,FEV1/FVC PREDICTED,NUMERIC,,,,phv00083837.v2,phs000209.v13
pf1x6a4,MESA_AncilMesaLungSpirometry,FEV1 X FEV6 PREDICTED,NUMERIC,,,,phv00083838.v2,phs000209.v13
pfev1a4,MESA_AncilMesaLungSpirometry,FEV1 PREDICTED,NUMERIC,,,,phv00083834.v2,phs000209.v13
pfev6a4,MESA_AncilMesaLungSpirometry,FEV6 PREDICTED,NUMERIC,,,,phv00083836.v2,phs000209.v13
pfvca4,MESA_AncilMesaLungSpirometry,FVC PREDICTED,NUMERIC,,,,phv00083835.v2,phs000209.v13
pips1a4,MESA_AncilMesaLungSpirometry,RECODED PIPE SMK STAT OF EXAM 1,NUMERIC,,,,phv00083848.v2,phs000209.v13
plataa4,MESA_AncilMesaLungSpirometry,PLATEAU ACHIEVED,STRING,,N=NO|Y=YES,2,phv00083683.v2,phs000209.v13
ppfev1a4,MESA_AncilMesaLungSpirometry,FEV1 PCT PREDICTED,NUMERIC,,,,phv00083840.v2,phs000209.v13
ppfev6a4,MESA_AncilMesaLungSpirometry,FEV6 PCT PREDICTED,NUMERIC,,,,phv00083841.v2,phs000209.v13
ppfvca4,MESA_AncilMesaLungSpirometry,FVC PCT PREDICTED,NUMERIC,,,,phv00083839.v2,phs000209.v13
pprata4,MESA_AncilMesaLungSpirometry,FEV1/FVC PCT PREDICTED,NUMERIC,,,,phv00083842.v2,phs000209.v13
qasdgaa4,MESA_AncilMesaLungSpirometry,NEVER DIAGNOSED WITH ASTHMA,NUMERIC,,1=NEVER DIAGNOSED BY A DOCTOR|9=DON'T KNOW,2,phv00083769.v2,phs000209.v13
qasdgya4,MESA_AncilMesaLungSpirometry,AGE DIAGNOSED WITH ASTHMA,NUMERIC,,,,phv00083768.v2,phs000209.v13
qasdvaa4,MESA_AncilMesaLungSpirometry,ASTHMA AS A CHILD,NUMERIC,,1=AS A CHILD (AGE NOT KNOWN)|9=DON'T KNOW,2,phv00083767.v2,phs000209.v13
qasdvya4,MESA_AncilMesaLungSpirometry,AGE DEVELOPED FIRST ASTHMA SYMP,NUMERIC,,,,phv00083766.v2,phs000209.v13
qasnsaa4,MESA_AncilMesaLungSpirometry,NA - 10 YEAR PERIOD W/O ASTHMA,NUMERIC,,1=NOT APPLICABLE (SYMPTOMS NEVER WENT AWAY FOR 10 OR MORE YEARS)|9=DON'T KNOW,2,phv00083771.v2,phs000209.v13
qasnsya4,MESA_AncilMesaLungSpirometry,AGE AT START OF 10 YEAR PERIOD W/O ASTHMA,NUMERIC,,,,phv00083770.v2,phs000209.v13
qasrcaa4,MESA_AncilMesaLungSpirometry,NA - FIRST RECURRENCE,NUMERIC,,1=NOT APPLICABLE|9=DON'T KNOW,2,phv00083773.v2,phs000209.v13
qasrcya4,MESA_AncilMesaLungSpirometry,AGE AT FIRST RECURRENCE OF ASTHMA,NUMERIC,,,,phv00083772.v2,phs000209.v13
qastha4,MESA_AncilMesaLungSpirometry,ASTHMA,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083765.v2,phs000209.v13
qbrncha4,MESA_AncilMesaLungSpirometry,BRONCHITIS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083777.v2,phs000209.v13
qbrsa4,MESA_AncilMesaLungSpirometry,STILL HAVE BRONCHITIS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083779.v2,phs000209.v13
qbrtha4,MESA_AncilMesaLungSpirometry,BREATHING WORSE THAN USUAL,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083762.v2,phs000209.v13
qbrya4,MESA_AncilMesaLungSpirometry,AGE WITH FIRST BRONCHITIS,NUMERIC,,,,phv00083778.v2,phs000209.v13
qchesta4,MESA_AncilMesaLungSpirometry,OTHER CHEST ILLNESSES,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083783.v2,phs000209.v13
qchspa4,MESA_AncilMesaLungSpirometry,OTHER CHEST OR LUNG ILLNESSES (SPECIFY),STRING,,,,phv00083784.v2,phs000209.v13
qcopda4,MESA_AncilMesaLungSpirometry,COPD,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083780.v2,phs000209.v13
qcopdaa4,MESA_AncilMesaLungSpirometry,AGE WITH COPD,NUMERIC,,,,phv00083781.v2,phs000209.v13
qcougha4,MESA_AncilMesaLungSpirometry,COUGH,NUMERIC,,0=NO|1=YES,2,phv00083750.v2,phs000209.v13
qcougya4,MESA_AncilMesaLungSpirometry,YEARS WITH COUGH,NUMERIC,,,,phv00083751.v2,phs000209.v13
qdusta4,MESA_AncilMesaLungSpirometry,EXPOSED TO DUST,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083792.v2,phs000209.v13
qfumesa4,MESA_AncilMesaLungSpirometry,EXPOSED TO FUMES,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083793.v2,phs000209.v13
qgasa4,MESA_AncilMesaLungSpirometry,EXPOSED TO VAPORS OR GAS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083791.v2,phs000209.v13
qhfeva4,MESA_AncilMesaLungSpirometry,HAY FEVER,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083763.v2,phs000209.v13
qinhala4,MESA_AncilMesaLungSpirometry,INHALER,NUMERIC,,0=NO|1=YES,2,phv00083799.v2,phs000209.v13
qmd1tma4,MESA_AncilMesaLungSpirometry,TIME THAT YOU LAST TOOK (MEDICATION #1)?,STRING,,,,phv00083802.v2,phs000209.v13
qmd2tma4,MESA_AncilMesaLungSpirometry,TIME THAT YOU LAST TOOK (MEDICATION #2)?,STRING,,,,phv00083805.v2,phs000209.v13
qmd3tma4,MESA_AncilMesaLungSpirometry,TIME THAT YOU LAST TOOK (MEDICATION #3)?,STRING,,,,phv00083808.v2,phs000209.v13
qmd4tma4,MESA_AncilMesaLungSpirometry,TIME THAT YOU LAST TOOK (MEDICATION #4)?,STRING,,,,phv00083811.v2,phs000209.v13
qmed1a4,MESA_AncilMesaLungSpirometry,NAME OF 1ST MEDICATION,STRING,,,,phv00083800.v2,phs000209.v13
qmed1ta4,MESA_AncilMesaLungSpirometry,DAY THAT YOU LAST TOOK (MEDICATION #1)?,NUMERIC,,1=DAY BEFORE YESTERDAY|2=YESTERDAY|3=TODAY,3,phv00083801.v2,phs000209.v13
qmed2a4,MESA_AncilMesaLungSpirometry,NAME OF 2ND MEDICATION,STRING,,,,phv00083803.v2,phs000209.v13
qmed2ta4,MESA_AncilMesaLungSpirometry,DAY THAT YOU LAST TOOK (MEDICATION #2)?,NUMERIC,,1=DAY BEFORE YESTERDAY|2=YESTERDAY|3=TODAY,3,phv00083804.v2,phs000209.v13
qmed3a4,MESA_AncilMesaLungSpirometry,NAME OF 3RD MEDICATION,STRING,,,,phv00083806.v2,phs000209.v13
qmed3ta4,MESA_AncilMesaLungSpirometry,DAY THAT YOU LAST TOOK (MEDICATION #3)?,NUMERIC,,1=DAY BEFORE YESTERDAY|2=YESTERDAY|3=TODAY,3,phv00083807.v2,phs000209.v13
qmed4a4,MESA_AncilMesaLungSpirometry,NAME OF 4TH  MEDICATION,STRING,,,,phv00083809.v2,phs000209.v13
qmed4ta4,MESA_AncilMesaLungSpirometry,DAY THAT YOU LAST TOOK (MEDICATION #4)?,NUMERIC,,1=DAY BEFORE YESTERDAY|2=YESTERDAY|3=TODAY,3,phv00083810.v2,phs000209.v13
qphlga4,MESA_AncilMesaLungSpirometry,PHLEGM,NUMERIC,,0=NO|1=YES,2,phv00083752.v2,phs000209.v13
qphlgya4,MESA_AncilMesaLungSpirometry,FOR HOW MANY YEARS HAVE YOU BROUGHT UP PHLEGM FROM YOUR CHEST LIKE THIS?,NUMERIC,,,,phv00083753.v2,phs000209.v13
qpneuma4,MESA_AncilMesaLungSpirometry,PNEUMONIA,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083774.v2,phs000209.v13
qpntma4,MESA_AncilMesaLungSpirometry,TIMES WITH PNEUMONIA,NUMERIC,,,,phv00083776.v2,phs000209.v13
qpnyra4,MESA_AncilMesaLungSpirometry,AGE WITH FIRST PNEUMONIA,NUMERIC,,,,phv00083775.v2,phs000209.v13
qpulfba4,MESA_AncilMesaLungSpirometry,PULMONARY FIBROSIS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083782.v2,phs000209.v13
qrespa4,MESA_AncilMesaLungSpirometry,RESPIRATORY PROBLEMS < 16 YEARS OLD,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083764.v2,phs000209.v13
qsmkada4,MESA_AncilMesaLungSpirometry,LIVE WITH A SMOKER AS AN ADULT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083787.v2,phs000209.v13
qsmkana4,MESA_AncilMesaLungSpirometry,HOW MANY YEARS WITH ADULT SMOKER,NUMERIC,,,,phv00083788.v2,phs000209.v13
qsmkcha4,MESA_AncilMesaLungSpirometry,LIVE WITH A SMOKER AS A CHILD,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083785.v2,phs000209.v13
qsmkcna4,MESA_AncilMesaLungSpirometry,NUMBER OF SMOKERS IN HOME AS A CHILD,NUMERIC,,,,phv00083786.v2,phs000209.v13
qsmkwa4,MESA_AncilMesaLungSpirometry,WORK WITH SMOKERS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083789.v2,phs000209.v13
qsmkwya4,MESA_AncilMesaLungSpirometry,YEARS WORKING WITH SMOKERS,NUMERIC,,,,phv00083790.v2,phs000209.v13
qsnza4,MESA_AncilMesaLungSpirometry,SNEEZING,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083761.v2,phs000209.v13
qwhz2ya4,MESA_AncilMesaLungSpirometry,WHEEZING WHEN < 2 YEARS OLD,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083755.v2,phs000209.v13
qwhza4,MESA_AncilMesaLungSpirometry,WHEEZING,NUMERIC,,0=NO|1=YES,2,phv00083754.v2,phs000209.v13
qwz12ma4,MESA_AncilMesaLungSpirometry,WHEEZING IN PAST 12 MONTHS,NUMERIC,,0=NO|1=YES,2,phv00083758.v2,phs000209.v13
qwz18ya4,MESA_AncilMesaLungSpirometry,WHEEZING WHEN > 18 YEARS OLD,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083757.v2,phs000209.v13
qwz218a4,MESA_AncilMesaLungSpirometry,WHEEZING WHEN 2-18 YEARS OLD,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083756.v2,phs000209.v13
qwzatta4,MESA_AncilMesaLungSpirometry,WHEEZING ATTACK,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083760.v2,phs000209.v13
qwzf12a4,MESA_AncilMesaLungSpirometry,WHEEZING FREQUENCY IN PAST 12 MONTHS,NUMERIC,,1=MOST DAYS OR NIGHTS|2=A FEW DAYS OR NIGHTS A WEEK|3=A FEW DAYS OR NIGHTS A MONTH|4=A FEW DAYS OR NIGHTS A YEAR,4,phv00083759.v2,phs000209.v13
qxsdca4,MESA_AncilMesaLungSpirometry,CURRENT EXPOSURE,NUMERIC,,1=YES,1,phv00083795.v2,phs000209.v13
qxsdma4,MESA_AncilMesaLungSpirometry,MONTHS SINCE LAST EXPOSURE,NUMERIC,,,,phv00083796.v2,phs000209.v13
qxsdy2a4,MESA_AncilMesaLungSpirometry,YEARS SINCE LAST EXPOSURE,NUMERIC,,,,phv00083797.v2,phs000209.v13
qxsdya4,MESA_AncilMesaLungSpirometry,"YEARS EXPOSED TO GAS, DUST, FUMES",NUMERIC,,,,phv00083794.v2,phs000209.v13
qxseva4,MESA_AncilMesaLungSpirometry,SEVERITY OF EXPOSURE,NUMERIC,,1=MILD|2=MODERATE|3=SEVERE,3,phv00083798.v2,phs000209.v13
qzn218a4,MESA_AncilMesaLungSpirometry,DID YOU EVER HAVE WHEEZING OR WHISTLING IN YOUR CHEST WHEN YOU WERE 2-18 YEARS OLD?,NUMERIC,,,,phv00083812.v2,phs000209.v13
rvda4,MESA_AncilMesaLungSpirometry,RESTRICTIVE VENTILATORY DEFECT,NUMERIC,,0=NO|1=YES,2,phv00083722.v2,phs000209.v13
scpdlla4,MESA_AncilMesaLungSpirometry,SEVERITY OF COPDLLN PER ATS/ERS 2005,NUMERIC,,0=NO COPD|1=STAGE I (MILD)|2=STAGE II (MODERATE)|3=STAGE III (SEVERE)|4=STAGE IV (VERY SEVERE),5,phv00083851.v2,phs000209.v13
sidno,MESA_AncilMesaLungSpirometry,SHARE ID NUMBER,NUMERIC,,,,phv00083675.v2,phs000209.v13
smkcha4,MESA_AncilMesaLungSpirometry,SMOKE - CHILDREN,NUMERIC,,0=NO|1=YES,2,phv00083817.v2,phs000209.v13
smkfaa4,MESA_AncilMesaLungSpirometry,SMOKE - FATHER,NUMERIC,,0=NO|1=YES,2,phv00083829.v2,phs000209.v13
smkmoa4,MESA_AncilMesaLungSpirometry,SMOKE - MOTHER,NUMERIC,,0=NO|1=YES,2,phv00083833.v2,phs000209.v13
smksba4,MESA_AncilMesaLungSpirometry,SMOKE - SIBLING,NUMERIC,,0=NO|1=YES,2,phv00083821.v2,phs000209.v13
smkspa4,MESA_AncilMesaLungSpirometry,SMOKE - SPOUSE,NUMERIC,,0=NO|1=YES,2,phv00083825.v2,phs000209.v13
spampma4,MESA_AncilMesaLungSpirometry,TIME SPIROMETRY WAS COMPLETED: AM/PM,NUMERIC,,,,phv00083734.v2,phs000209.v13
spcaffa4,MESA_AncilMesaLungSpirometry,CAFFEINE IN PAST 2 HRS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083730.v2,phs000209.v13
spcompa4,MESA_AncilMesaLungSpirometry,SPIROMETRY COMPLETED,NUMERIC,,0=NOT COMPLETED|1=COMPLETED,2,phv00083732.v2,phs000209.v13
speffa4,MESA_AncilMesaLungSpirometry,MIP EFFORT,NUMERIC,,1=POOR|2=FAIR|3=GOOD|4=MAXIMAL,4,phv00083742.v2,phs000209.v13
sphaa4,MESA_AncilMesaLungSpirometry,HEART ATTACK IN PAST MONTH,NUMERIC,,0=NO|1=YES,2,phv00083727.v2,phs000209.v13
spmip1a4,MESA_AncilMesaLungSpirometry,MIP READING #1,NUMERIC,,,,phv00083737.v2,phs000209.v13
spmip2a4,MESA_AncilMesaLungSpirometry,MIP READING #2,NUMERIC,,,,phv00083738.v2,phs000209.v13
spmip3a4,MESA_AncilMesaLungSpirometry,MIP READING #3,NUMERIC,,,,phv00083739.v2,phs000209.v13
spmip4a4,MESA_AncilMesaLungSpirometry,MIP READING #4,NUMERIC,,,,phv00083740.v2,phs000209.v13
spmip5a4,MESA_AncilMesaLungSpirometry,MIP READING #5,NUMERIC,,,,phv00083741.v2,phs000209.v13
spmipa4,MESA_AncilMesaLungSpirometry,MIP COMPLETED,NUMERIC,,0=NOT COMPLETED|1=COMPLETED,2,phv00083743.v2,phs000209.v13
spmipaa4,MESA_AncilMesaLungSpirometry,TIME MIP COMPLETED: AM/PM,NUMERIC,,,,phv00083745.v2,phs000209.v13
spmipra4,MESA_AncilMesaLungSpirometry,REASON MIP NOT COMPLETED,NUMERIC,,"1=REFUSED|2=PHYSICALLY UNABLE|3=COGNITIVELY UNABLE|4=EQUIPMENT PROBLEM|8=OTHER, PLEASE SPECIFY",5,phv00083746.v2,phs000209.v13
spmipsa4,MESA_AncilMesaLungSpirometry,"OTHER, SPECIFIC REASON WHY MIP NOT COMPLETED",STRING,,,,phv00083747.v2,phs000209.v13
spmipta4,MESA_AncilMesaLungSpirometry,TIME MIP COMPLETED,STRING,,,,phv00083744.v2,phs000209.v13
spprbsa4,MESA_AncilMesaLungSpirometry,COMMENTS ON SIGNIFICANT SPIROMETRY PROBLEMS IN PAST,STRING,,,,phv00083729.v2,phs000209.v13
spproba4,MESA_AncilMesaLungSpirometry,PROBLEMS WITH SPIROMETRY,NUMERIC,,0=NO|1=YES,2,phv00083728.v2,phs000209.v13
spresna4,MESA_AncilMesaLungSpirometry,REASON SPIROMETRY NOT COMPLETED,NUMERIC,,"1=REFUSED|2=PHYSICALLY UNABLE|3=COGNITIVELY UNABLE|4=EQUIPMENT PROBLEM|8=OTHER, PLEASE SPECIFY",5,phv00083735.v2,phs000209.v13
sprsspa4,MESA_AncilMesaLungSpirometry,OTHER SPECIFIC REASON SPIROMETRY NOT COMPLETED,STRING,,,,phv00083736.v2,phs000209.v13
spsmka4,MESA_AncilMesaLungSpirometry,SMOKE IN PAST 2 HRS,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00083731.v2,phs000209.v13
sptimea4,MESA_AncilMesaLungSpirometry,TIME SPIROMETRY WAS COMPLETED,STRING,,,,phv00083733.v2,phs000209.v13
tempca4,MESA_AncilMesaLungSpirometry,TEMP IN CELCIUS,NUMERIC,degrees,,,phv00083676.v2,phs000209.v13
tmpefa4,MESA_AncilMesaLungSpirometry,TIME TO PEAK EXPIRATORY FLOW (sec),NUMERIC,sec,,,phv00083715.v2,phs000209.v13
tstposa4,MESA_AncilMesaLungSpirometry,TEST POSITION,STRING,,,,phv00083688.v2,phs000209.v13
annd25c1,MESA_AncilMesaMineralMetabolite,ANNUALIZED SERUM CONCENTRATION OF 25-HYDROXYVITAMIN D 25OHD ng/mL,Numeric,ng/mL,,,phv00175977.v1,phs000209.v13
calciumc1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF CALCIUM mg/dL,Numeric,mg/dL,,,phv00175985.v1,phs000209.v13
clc1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF CHLORIDE mEq/L,Numeric,mEq/L,,,phv00175983.v1,phs000209.v13
co2c1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF BICARBONATE mEq/L,Numeric,mEq/L,,,phv00175984.v1,phs000209.v13
d2425c1,MESA_AncilMesaMineralMetabolite,"SERUM CONCENTRATION OF 24,25-DIHYDROXYVITAMIN D 24,25OH2D ng/mL",Numeric,ng/mL,,,phv00175978.v1,phs000209.v13
d25c1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF 25-HYDROXYVITAMIN D 25OHD ng/mL,Numeric,ng/mL,,,phv00175976.v1,phs000209.v13
fgfc1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF FIBROBLAST GROWTH FACTOR-23 FGF-23 pg/mL,Numeric,pg/mL,,,phv00175979.v1,phs000209.v13
kc1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF POTASSIUM mEq/L,Numeric,mEq/L,,,phv00175982.v1,phs000209.v13
nac1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF SODIUM mEq/L,Numeric,mEq/L,,,phv00175981.v1,phs000209.v13
phosc1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF PHOSPHORUS mg/dL,Numeric,mg/dL,,,phv00175986.v1,phs000209.v13
pthc1,MESA_AncilMesaMineralMetabolite,SERUM CONCENTRATION OF PARATHYROID HORMONE PTH pg/mL,Numeric,pg/mL,,,phv00175980.v1,phs000209.v13
sidno,MESA_AncilMesaMineralMetabolite,SHARE ID NUMBER,Numeric,,,,phv00175973.v1,phs000209.v13
ucac1,MESA_AncilMesaMineralMetabolite,URINE CONCENTRATION OF CALCIUM mg/dL,Numeric,mg/dL,,,phv00175988.v1,phs000209.v13
uclc1,MESA_AncilMesaMineralMetabolite,URINE CONCENTRATION OF CHLORIDE mmol/L,Numeric,mmol/L,,,phv00175989.v1,phs000209.v13
ukc1,MESA_AncilMesaMineralMetabolite,URINE CONCENTRATION OF POTASSIUM  mmol/L,Numeric,mmol/L,,,phv00175990.v1,phs000209.v13
unac1,MESA_AncilMesaMineralMetabolite,URINE CONCENTRATION OF SODIUM mmol/L,Numeric,mmol/L,,,phv00175991.v1,phs000209.v13
uphosc1,MESA_AncilMesaMineralMetabolite,URINE CONCENTRATION OF PHOSPHORUS mg/dL,Numeric,mg/dL,,,phv00175992.v1,phs000209.v13
